code,name,Strategy_Type,Close,TurnoverRate,RSI6,KDJ_J,Breakout_Pattern,Limit_Up_Today,Final_Score,Strategy_Rank
600667,太极实业,C_New_Strategy (最高共振),9.3,15.9,81.64540955873734,79.51354696619077,True,False,2077.059219174278,0
603058,永吉股份,C_New_Strategy (最高共振),10.56,13.58,77.70252854756376,73.98692810457518,True,True,1688.3205402814654,0
600744,华银电力,C_New_Strategy (最高共振),6.63,12.29,82.82457890764815,66.63446054750392,True,False,1628.6625196399932,0
002870,香山股份,C_New_Strategy (最高共振),39.69,9.35,78.95212364692023,83.0222222222222,True,True,1181.1237697579265,0
002025,航天电器,A_Strong_Pullback (中风险接力),47.87,9.82,63.395317187752205,58.125605627914695,False,False,8.863896820352732,1
603618,杭电股份,A_Strong_Pullback (中风险接力),8.51,7.9,61.455099301726015,62.81896651941396,False,False,7.946025881823477,1
603895,天永智能,B_Low_Position_Start (低风险埋伏),29.3,4.08,65.74135604998929,59.918051792097984,False,False,268.2247326839563,2
002112,三变科技,E_Leader_Restart (二次启动),19.97,60.76,77.02246113362307,80.14852211009452,False,False,7955.804055414194,3
002114,罗平锌电,E_Leader_Restart (二次启动),9.73,29.01,69.60026999030796,69.39019034459125,False,False,3432.4765151120178,3
603023,威帝股份,E_Leader_Restart (二次启动),5.92,22.12,67.18283474720792,88.45255092885171,False,False,2526.343317834007,3
605090,九丰能源,E_Leader_Restart (二次启动),40.74,8.4,75.78154983501607,88.15823512609893,True,False,1082.1605316440293,3
002845,同兴达,D_Strong_Breakout (高风险追涨/优化),15.41,10.55,74.96751324094745,79.37027214706416,True,False,869.9979911611954,4
