code,name,Strategy_Type,Close,TurnoverRate,RSI6,KDJ_J,Breakout_Pattern,Limit_Up_Today,Final_Score,Strategy_Rank
002870,香山股份,C_New_Strategy (最高共振),39.69,9.35,78.95212364692023,83.0222222222222,True,True,1181.1237697579265,0
002025,航天电器,A_Strong_Pullback (中风险接力),47.87,9.82,63.395317187752205,58.125605627914695,False,False,8.863896820352732,1
603895,天永智能,B_Low_Position_Start (低风险埋伏),29.3,4.08,65.74135604998929,59.918051792097984,False,False,268.2247326839563,2
605090,九丰能源,E_Leader_Restart (二次启动),40.74,8.4,75.78154983501607,88.15823512609893,True,False,1082.1605316440293,3
600058,五矿发展,E_Leader_Restart (二次启动),15.6,0.0,73.65531674259528,74.84367484367488,False,False,0.0,3
002088,鲁阳节能,E_Leader_Restart (二次启动),13.03,0.0,71.77085100154127,70.51529721754261,False,False,0.0,3
002890,弘宇股份,E_Leader_Restart (二次启动),16.76,0.0,75.25764110393395,90.91257101593033,False,False,0.0,3
600714,金瑞矿业,E_Leader_Restart (二次启动),16.56,0.0,72.95595538075628,75.42514430662555,False,False,0.0,3
002782,可立克,E_Leader_Restart (二次启动),23.33,0.0,77.75057333991259,82.95411680348366,True,False,0.0,3
002283,天润工业,E_Leader_Restart (二次启动),6.98,0.0,65.24666651200315,52.28758169934642,False,False,0.0,3
002185,华天科技,E_Leader_Restart (二次启动),15.24,0.0,76.21429307329012,84.94306213122323,True,False,0.0,3
002809,红墙股份,E_Leader_Restart (二次启动),13.6,0.0,68.7373805547085,80.74729003240927,False,False,0.0,3
002119,康强电子,E_Leader_Restart (二次启动),26.7,0.0,79.89796921289638,93.89798106104172,True,False,0.0,3
600770,综艺股份,E_Leader_Restart (二次启动),6.82,0.0,76.2353165206086,80.22505490665873,False,False,0.0,3
601226,华电科工,E_Leader_Restart (二次启动),10.98,0.0,76.95494244238199,93.58212072805463,False,False,0.0,3
002339,积成电子,E_Leader_Restart (二次启动),12.13,0.0,78.23534525847731,94.58779207216693,False,False,0.0,3
600986,浙文互联,E_Leader_Restart (二次启动),13.14,0.0,75.41011783635291,79.93723705382462,False,False,0.0,3
000968,蓝焰控股,E_Leader_Restart (二次启动),8.18,0.0,67.25590022766123,75.01055876893619,False,False,0.0,3
000159,国际实业,E_Leader_Restart (二次启动),7.13,0.0,68.10258122705784,61.32231746226137,False,False,0.0,3
000565,渝三峡Ａ,E_Leader_Restart (二次启动),8.49,0.0,68.68457976854637,81.42431573923207,False,False,0.0,3
600173,卧龙新能,E_Leader_Restart (二次启动),8.88,0.0,75.84948895998636,89.2792193390996,True,False,0.0,3
002165,红 宝 丽,E_Leader_Restart (二次启动),10.8,0.0,75.79466457527305,91.44957124034661,False,False,0.0,3
