code,name,Strategy_Type,Close,TurnoverRate,RSI6,KDJ_J,Breakout_Pattern,Limit_Up_Today,Final_Score,Strategy_Rank
603065,宿迁联盛,C_New_Strategy (最高共振),9.65,18.66,79.46836274365691,76.22297637003514,True,False,2372.607438074621,0
002870,香山股份,C_New_Strategy (最高共振),39.69,9.35,78.95212364692023,83.0222222222222,True,True,1181.1237697579265,0
002025,航天电器,A_Strong_Pullback (中风险接力),47.87,9.82,63.395317187752205,58.125605627914695,False,False,8.863896820352732,1
603895,天永智能,B_Low_Position_Start (低风险埋伏),29.3,4.08,65.74135604998929,59.918051792097984,False,False,268.2247326839563,2
600470,六国化工,E_Leader_Restart (二次启动),7.94,28.3,78.38596564394678,72.41168048480006,False,False,3771.1488071302797,3
002828,贝肯能源,E_Leader_Restart (二次启动),13.8,25.96,70.72166528250416,86.5707434052758,False,False,3121.0885322474737,3
000554,泰山石油,E_Leader_Restart (二次启动),8.83,24.68,73.474403099773,67.70152166849132,False,False,3082.6920564540756,3
603315,福鞍股份,E_Leader_Restart (二次启动),17.7,11.18,75.84896177676696,94.77887618219566,False,False,1441.5853675292328,3
605090,九丰能源,E_Leader_Restart (二次启动),40.74,8.4,75.78154983501607,88.15823512609893,True,False,1082.1605316440293,3
601390,中国中铁,E_Leader_Restart (二次启动),6.19,6.14,76.11807011341979,92.71041690526259,True,False,794.5204158438758,3
000968,蓝焰控股,E_Leader_Restart (二次启动),8.55,6.52,66.97576612938232,82.60869565217396,False,False,742.3593917780736,3
600409,三友化工,E_Leader_Restart (二次启动),8.8,5.36,74.55472569093772,89.26868432440574,True,False,679.3426604958245,3
