code,name,Strategy_Type,Close,TurnoverRate,RSI6,KDJ_J,Breakout_Pattern,Limit_Up_Today,Final_Score,Strategy_Rank
002870,香山股份,C_New_Strategy (最高共振),39.69,9.35,78.95212364692023,83.0222222222222,True,True,1181.1237697579265,0
002025,航天电器,A_Strong_Pullback (中风险接力),47.87,9.82,63.395317187752205,58.125605627914695,False,False,8.863896820352732,1
603895,天永智能,B_Low_Position_Start (低风险埋伏),29.3,4.08,65.74135604998929,59.918051792097984,False,False,268.2247326839563,2
605090,九丰能源,E_Leader_Restart (二次启动),40.74,8.4,75.78154983501607,88.15823512609893,True,False,1082.1605316440293,3
600058,五矿发展,E_Leader_Restart (二次启动),14.93,0.0,67.48836196287535,68.31343371427764,False,False,0.0,3
002890,弘宇股份,E_Leader_Restart (二次启动),16.42,0.0,70.39504684631356,77.90697674418615,False,False,0.0,3
603926,铁流股份,E_Leader_Restart (二次启动),25.44,0.0,78.53416214607614,75.09850275807727,False,False,0.0,3
002185,华天科技,E_Leader_Restart (二次启动),14.66,0.0,71.84991440507463,75.75875771518446,False,True,0.0,3
600770,综艺股份,E_Leader_Restart (二次启动),6.62,0.0,72.06316818784263,68.01587301587307,False,False,0.0,3
601117,中国化学,E_Leader_Restart (二次启动),8.82,0.0,67.53319806054871,68.61137696105996,False,False,0.0,3
000990,诚志股份,E_Leader_Restart (二次启动),8.96,0.0,74.90252883740821,89.94305159066676,False,False,0.0,3
002815,崇达技术,E_Leader_Restart (二次启动),16.08,0.0,73.1000251410492,65.56547619047618,False,False,0.0,3
600230,沧州大化,E_Leader_Restart (二次启动),18.89,0.0,70.19118845413392,82.15389748100094,False,False,0.0,3
600552,凯盛科技,E_Leader_Restart (二次启动),15.65,0.0,75.49203877872877,91.7468640063212,False,False,0.0,3
000159,国际实业,E_Leader_Restart (二次启动),7.11,0.0,67.49943829417312,86.08798894788038,False,False,0.0,3
605366,宏柏新材,E_Leader_Restart (二次启动),7.06,0.0,69.1327362611105,91.68028268757612,False,False,0.0,3
600173,卧龙新能,E_Leader_Restart (二次启动),8.41,0.0,68.4550468912743,94.7998739363378,False,False,0.0,3
603078,江化微,E_Leader_Restart (二次启动),29.03,0.0,75.79417165427189,75.59160006268607,False,False,0.0,3
002165,红 宝 丽,E_Leader_Restart (二次启动),10.21,0.0,69.55254770085223,83.63114763432264,False,False,0.0,3
