code,name,Strategy_Type,Close,TurnoverRate,RSI6,KDJ_J,Breakout_Pattern,Limit_Up_Today,Final_Score,Strategy_Rank
002870,香山股份,C_New_Strategy (最高共振),39.69,9.35,78.95212364692023,83.0222222222222,True,True,1181.1237697579265,0
002025,航天电器,A_Strong_Pullback (中风险接力),47.87,9.82,63.395317187752205,58.125605627914695,False,False,8.863896820352732,1
600732,爱旭股份,A_Strong_Pullback (中风险接力),15.04,8.77,64.70444305826481,55.19040166927486,False,True,7.366622409542771,1
600510,黑牡丹,A_Strong_Pullback (中风险接力),9.66,1.73,63.22133370070219,59.54790526737128,False,False,1.6041067691408895,1
603895,天永智能,B_Low_Position_Start (低风险埋伏),29.3,4.08,65.74135604998929,59.918051792097984,False,False,268.2247326839563,2
002921,联诚精密,E_Leader_Restart (二次启动),24.82,13.62,70.07600409623592,86.034673677424,False,False,1622.5397988442464,3
002634,棒杰股份,E_Leader_Restart (二次启动),6.66,12.73,69.77258734701485,90.45494062313634,False,False,1509.9485627767483,3
600860,京城股份,E_Leader_Restart (二次启动),13.77,12.81,67.70180929125608,73.21683473776302,False,False,1474.3423009356836,3
605090,九丰能源,E_Leader_Restart (二次启动),40.74,8.4,75.78154983501607,88.15823512609893,True,False,1082.1605316440293,3
601222,林洋能源,D_Strong_Breakout (高风险追涨/优化),6.25,5.64,71.5002115708468,42.915711208394214,True,False,443.58731258553354,4
