code,name,Strategy_Type,Close,TurnoverRate,RSI6,KDJ_J,Breakout_Pattern,Limit_Up_Today,Final_Score,Strategy_Rank
002870,香山股份,C_New_Strategy (最高共振),39.69,9.35,78.95212364692023,83.0222222222222,True,True,1181.1237697579265,0
002025,航天电器,A_Strong_Pullback (中风险接力),47.87,9.82,63.395317187752205,58.125605627914695,False,False,8.863896820352732,1
000710,贝瑞基因,B_Low_Position_Start (低风险埋伏),12.08,6.4,73.88698949485823,73.09993048824666,True,False,472.8767327670927,2
603108,润达医疗,B_Low_Position_Start (低风险埋伏),15.82,5.42,75.43584661120136,81.243709742351,False,False,408.86228863271134,2
603895,天永智能,B_Low_Position_Start (低风险埋伏),29.3,4.08,65.74135604998929,59.918051792097984,False,False,268.2247326839563,2
002019,亿帆医药,B_Low_Position_Start (低风险埋伏),12.6,3.29,79.65469531602031,90.01023094702907,False,False,262.0639475897068,2
600521,华海药业,B_Low_Position_Start (低风险埋伏),17.75,2.31,66.15409971230824,68.58720058756984,False,False,152.81597033543204,2
600055,万东医疗,B_Low_Position_Start (低风险埋伏),16.38,2.07,71.66770746515257,57.74342740396487,False,False,148.35215445286582,2
002755,奥赛康,B_Low_Position_Start (低风险埋伏),17.13,1.89,72.74215380720176,56.95508696644383,False,False,137.48267069561132,2
002177,御银股份,E_Leader_Restart (二次启动),8.62,50.56,67.2457541749132,84.0021044537526,False,False,5779.90706284214,3
603278,大业股份,E_Leader_Restart (二次启动),16.1,34.07,79.09516993322312,82.1902654867257,False,False,4581.11314736235,3
603331,百达精工,E_Leader_Restart (二次启动),13.81,18.84,72.81168757283706,91.01755257492965,False,False,2332.012729582825,3
605090,九丰能源,E_Leader_Restart (二次启动),40.74,8.4,75.78154983501607,88.15823512609893,True,False,1082.1605316440293,3
