code,name,Strategy_Type,Close,TurnoverRate,RSI6,KDJ_J,Breakout_Pattern,Limit_Up_Today,Final_Score,Strategy_Rank
002870,香山股份,C_New_Strategy (最高共振),39.69,9.35,78.95212364692023,83.0222222222222,True,True,1181.1237697579265,0
000739,普洛药业,C_New_Strategy (最高共振),17.79,3.67,83.57686541406201,75.67066170730583,True,False,490.76335371137213,0
002025,航天电器,A_Strong_Pullback (中风险接力),47.87,9.82,63.395317187752205,58.125605627914695,False,False,8.863896820352732,1
603895,天永智能,B_Low_Position_Start (低风险埋伏),29.3,4.08,65.74135604998929,59.918051792097984,False,False,268.2247326839563,2
002519,银河电子,E_Leader_Restart (二次启动),10.42,43.79,72.8108759401887,76.10180012414648,False,False,5420.260037615467,3
000892,欢瑞世纪,E_Leader_Restart (二次启动),8.61,24.69,75.13531519277662,84.01257192813338,False,False,3153.654584586413,3
002354,天娱数科,E_Leader_Restart (二次启动),7.74,23.73,75.73294093765433,85.08081849358908,False,False,3055.1425703659133,3
002858,力盛体育,E_Leader_Restart (二次启动),17.1,14.99,77.76744889035061,92.96689971712837,False,False,1981.7479000728044,3
002181,粤 传 媒,E_Leader_Restart (二次启动),10.5,15.04,72.41544440215932,81.67195883204323,False,False,1851.5180824744095,3
600152,维科技术,E_Leader_Restart (二次启动),8.07,12.72,70.8609559925254,89.85818421428414,False,False,1532.2973123823692,3
605090,九丰能源,E_Leader_Restart (二次启动),40.74,8.4,75.78154983501607,88.15823512609893,True,False,1082.1605316440293,3
000066,中国长城,E_Leader_Restart (二次启动),16.14,8.3,72.88298762760184,79.15395152109011,False,False,1028.378955425462,3
600965,福成股份,E_Leader_Restart (二次启动),6.36,6.76,72.37684916901848,87.993637601523,False,False,831.7547506503604,3
600640,国脉文化,E_Leader_Restart (二次启动),14.85,6.1,75.81107892591344,81.29571486569711,False,False,786.1608884617223,3
603303,得邦照明,E_Leader_Restart (二次启动),13.85,2.58,66.78889710664727,67.23781022453744,False,False,292.93610270975495,3
002284,亚太股份,D_Strong_Breakout (高风险追涨/优化),16.37,11.4,73.66288568798815,63.425636466418666,True,False,923.7325865273715,4
601901,方正证券,D_Strong_Breakout (高风险追涨/优化),8.18,3.15,74.84447423046932,72.22222222222226,True,False,259.3361032085762,4
